Week,search,predicted,residual
2018-09-03,661.1645869879994,9905.326393569707,-9244.161806581707
2018-09-10,28238.085145160578,9858.168863332183,18379.916281828395
2018-09-17,12373.355612883806,9875.624512809527,2497.7311000742793
2018-09-24,7846.737665611483,9836.452884498529,-1989.715218887046
2018-10-01,3613.034710613083,9656.497870601517,-6043.463159988434
2018-10-08,5960.817902424044,9634.844602205185,-3674.0266997811405
2018-10-15,2080.70556828421,9632.455660802476,-7551.750092518266
2018-10-22,8384.285229777619,9632.455660802476,-1248.170431024857
2018-10-29,12951.740120330665,9632.460847531262,3319.2792727994038
2018-11-05,6275.948749921799,12900.011824881358,-6624.063074959558
2018-11-12,5720.304730666534,15099.852128177678,-9379.547397511144
2018-11-19,253.733787316678,15790.39880669144,-15536.665019374763
2018-11-26,21147.072175256253,15911.806005406874,5235.266169849379
2018-12-03,20379.39151406266,16393.823869462485,3985.5676446001744
2018-12-10,16387.277953294633,17170.719226741992,-783.441273447359
2018-12-17,14922.076687629586,19327.91377770507,-4405.837090075485
2018-12-24,21217.06306632677,17157.61531338369,4059.4477529430806
2018-12-31,3919.3138151824296,9874.733234239164,-5955.419419056734
2019-01-07,1589.0793227995364,9632.45246577109,-8043.3731429715535
2019-01-14,285.2089779522048,9632.45246577109,-9347.243487818885
2019-01-21,8249.88380697164,9632.45246577109,-1382.5686587994496
2019-01-28,14816.389682575675,9632.45246577109,5183.937216804585
2019-02-04,14131.9206169159,9632.45246577109,4499.468151144811
2019-02-11,2613.618344317889,9632.45246577109,-7018.834121453201
2019-02-18,20462.128730862096,9632.45246577109,10829.676265091006
2019-02-25,2611.8098641104207,9632.453918058693,-7020.644053948272
2019-03-04,3264.6397099085916,9632.452610999897,-6367.812901091305
2019-03-11,1102.5295370960903,9632.45246577109,-8529.922928675
2019-03-18,9133.088723190773,9632.45246577109,-499.3637425803172
2019-03-25,8060.7366329752895,9632.45246577109,-1571.7158327958005
2019-04-01,18363.47780347202,9632.45246577109,8731.025337700929
2019-04-08,18563.284409186905,9632.45246577109,8930.831943415815
2019-04-15,16498.84393877454,9632.45246577109,6866.3914730034485
2019-04-22,6962.074636411215,9632.452880710509,-2670.3782442992942
2019-04-29,21736.869458669804,13381.1829347844,8355.686523885404
2019-05-06,18637.48849261093,16502.163328489958,2135.3251641209717
2019-05-13,24357.145159907723,16647.85693913057,7709.2882207771545
2019-05-20,19152.048409032916,17531.65874588014,1620.389663152775
2019-05-27,19789.30077530988,15859.06688489662,3930.2338904132594
2019-06-03,2170.2029835088615,12989.916585568779,-10819.713602059917
2019-06-10,9935.294469190016,11062.550562765962,-1127.2560935759466
2019-06-17,22474.91275834981,11301.518362951623,11173.394395398185
2019-06-24,12841.41955736297,11428.10238215456,1413.317175208409
2019-07-01,1286.2742827236507,11320.283285545895,-10034.009002822244
2019-07-08,322.0840470691983,11187.821092812525,-10865.737045743326
2019-07-15,3763.7943590685854,10961.52016594278,-7197.725806874195
2019-07-22,27792.68708027577,10874.033964730417,16918.653115545352
2019-07-29,6202.413079908341,9780.477839185978,-3578.0647592776368
2019-08-05,1897.381325815345,9632.45246577109,-7735.071139955745
2019-08-12,11133.253945808847,9632.45246577109,1500.8014800377568
2019-08-19,9416.837539289703,9632.45246577109,-215.61492648138665
2019-08-26,18700.252486894336,9632.45246577109,9067.800021123247
2019-09-02,39.01602757857745,9632.45246577109,-9593.436438192512
2019-09-09,22290.825946618148,9632.45246577109,12658.373480847058
2019-09-16,4862.604986120947,9787.718377973139,-4925.113391852192
2019-09-23,13047.657477976303,9869.3822356371,3178.275242339203
2019-09-30,27649.2725516419,9897.139150559278,17752.133401082625
2019-10-07,1952.4884638008098,9744.455353455498,-7791.966889654688
2019-10-14,3246.232706737641,9761.474465988938,-6515.2417592512975
2019-10-21,8606.782150877356,9686.703231022531,-1079.9210801451754
2019-10-28,9304.39952719245,12384.073287046393,-3079.673759853942
2019-11-04,1033.1877980693862,14682.11107576294,-13648.923277693553
2019-11-11,342.4841233305651,14943.016970649074,-14600.532847318509
2019-11-18,27658.617738960842,15011.269071316867,12647.348667643975
2019-11-25,9851.073305267468,15623.840099346015,-5772.766794078547
2019-12-02,25074.21996844931,16901.654072292687,8172.565896156622
2019-12-09,33818.41827383786,17239.62011715313,16578.79815668473
2019-12-16,12082.041372055894,17395.941824682257,-5313.900452626363
2019-12-23,13833.25102157456,19425.36801615009,-5592.116994575528
