Variables,Estimate,Error,Tvalue
Intercept,9632.45246577109,783.5260471498041,12.293723355861124
TV_GRPs_t,390.01319272233366,96.69852367672421,4.033290043043456
DigitalDisplay_Impressions_t,2074.697302477973,1489.5386452955104,1.392845569351692
