1+,2+,3+,4+,5+,6+,7+,8+,9+,10+
74.16568337,64.73723434,59.53490619,53.48794625,49.1638695,44.91607942,42.0229598,39.19344092,37.58959542,35.21897165
0.135482866,0.14959337,0.177236122,0.18423359,0.194342391,0.199560633,0.222386782,0.23587459,0.270447619,0.286769396
-0.865467022,-1.146663112,-1.311470977,-1.468851965,-1.604799147,-1.72830041,-1.800190957,-1.887244074,-1.932074214,-1.998069631
