"","Blogs|Sponsored content","Online|Display","Radio|Ads","OOH|Small Size","All Social Sites|Search - SEM (Social)"
"1",8807078.97447934,4926478.34728476,1275948.69510097,1285156.46231801,7111363.41559106
"2",9088280.14785807,74147.0808798532,208309.943077592,3002606.55158777,383341506790.747
"3",-1.0739105551891,-0.725033733226152,-0.988156807518162,-1.21963697036664,-1.87521104370894
"4",0.5635,0.429679886166189,0.600456861559979,0.529500297348794,0.681789004509247
