Week,KPI,d_Intercept,d_seasonID_cat,d_shelf_price,d_Desire,d_fb_total_imp_t,d_DIS_IMP_t,d_US_YT_percinview_t,d_RelAVG_P_CapM
2015-11-02,9407.01,16679.304340950377,-766.231941445683,-5988.496362868486,67.18314599916405,201.7400350010935,8.346536938857238,20.912947254450685,-578.5714943511595
2015-11-09,9636.6,16679.304340950377,-620.3815211379992,-5939.840287611127,67.18314599916405,176.362018965847,7.478901874728143,40.40269780709647,-579.9134422502451
2015-11-16,10647.88,16679.304340950377,-176.76290286538404,-6021.548436960566,67.18314599916405,211.9180025064073,7.568522751648501,52.5462426312225,-581.8110457831165
2015-11-23,12848.32,16679.304340950377,2239.1624609306373,-5992.419771205212,67.18314599916405,276.0410656780966,9.246197154121562,26.916080538470386,-583.2222209646221
2015-11-30,10610.61,16679.304340950377,-239.24861168216265,-5785.542949151446,65.01616613164775,277.61708564194157,10.5809089512694,46.53396384937622,-578.2822731600104
2015-12-07,11420.47,16679.304340950377,724.3716015105019,-5860.170738179644,65.11530023690564,167.23735584087757,7.805483687883296,25.339776097101243,-571.7276182585283
2015-12-14,13457.96,16679.304340950377,2747.300783055259,-5956.6309792203565,65.11530023690564,225.7159453784422,11.454330674217802,42.417882508165505,-553.0135231050187
2015-12-21,17008.97,16679.304340950377,7779.518172444241,-5972.480601087864,65.11530023690564,330.99638983828913,10.260639956852765,37.990792226105654,-547.8410200312794
2015-12-28,14133.13,16679.304340950377,3825.273859375741,-5945.732200919982,64.26380444964401,246.6931004158485,8.550192136356738,4.573882655253845,-556.1620976446817
2016-01-04,8465.43,16679.304340950377,-2803.763993835652,-5713.502344228989,61.45489852833063,53.912589489297915,1.343457608678829,0.46759637182545416,-485.1246426168625
2016-01-11,9497.52,16679.304340950377,-1787.5407966168432,-5612.675373682727,61.45489852833063,6.393589467558874,0.1445462041999851,0.046865081965660686,-475.6765079604417
2016-01-18,9326.94,16679.304340950377,-1920.8419737974143,-5669.07247824579,61.45489852833063,78.68287402840463,0.015010937191075747,0.004687566134220488,-472.13977980908317
2016-01-25,9600.68,16679.304340950377,-1449.3410399068641,-5504.592711067875,61.45489852833063,10.102932881991183,0.0019092071730943353,4.6876719629314095e-4,-474.98019745773325
2016-02-01,10610.25,16679.304340950377,-1231.0292095138532,-5633.532353429613,60.90069099982548,214.988090879778,6.660774521713812e-4,4.6876825469910935e-5,-491.5592511313257
2016-02-08,9655.37,16679.304340950377,-1556.642510882136,-5831.162478636216,60.90069099982548,210.956032321797,4.5790755892549824e-4,4.687683611541596e-6,-492.41651439420605
2016-02-15,9232.26,16679.304340950377,-1601.157792804197,-5813.336035624821,60.90069099982548,76.28916900814667,4.545585692537428e-4,4.687683779614451e-7,-491.7499296897564
2016-02-22,9427.94,16679.304340950377,-1356.8612250549904,-5842.795266585873,60.90069099982548,63.39913060987067,4.54223670215944e-4,4.687682752861546e-8,-500.73071149490335
2016-02-29,8968.22,16679.304340950377,-1517.2561579012427,-5870.873347111879,62.67378653802817,90.138969081667,4.3497507780134803e-4,4.687680679247523e-9,-508.62102810590324
2016-03-07,8965.64,16679.304340950377,-1545.943409146211,-5852.726170434541,62.67378653802817,81.79773774464823,3.264929480117061e-4,4.687722172800338e-10,-509.6909240723977
2016-03-14,9167.48,16679.304340950377,-1338.4195952917735,-5944.7893850967985,62.67378653802817,237.85767977678725,3.2612577436560774e-4,4.686684836636367e-11,-520.6869358072792
2016-03-21,9399.99,16679.304340950377,-1314.310492339173,-5893.307389731043,62.67378653802817,242.13426323218025,3.068736726793416e-4,4.688759508986534e-12,-524.9886873064735
2016-03-28,8840.15,16679.304340950377,-1065.8965049973615,-6043.861994715485,69.54965627420971,244.0269865484806,3.276575512008766e-4,4.771746402951005e-13,-534.1276561687572
2016-04-04,8501.06,16679.304340950377,-1198.3356558212581,-6023.200743883756,70.49361981962873,99.89271604105035,3.070268507131615e-4,4.149344698218275e-14,-542.4996417253273
2016-04-11,8769.78,16679.304340950377,-840.0437117170006,-6170.207825202817,70.49361981962873,79.847624601259,3.119511968823945e-4,0,-547.8683031132371
2016-04-18,8650.31,16679.304340950377,-861.552405484758,-6113.286539644509,70.49361981962873,97.1618754839589,6.570837770966633,0,-567.9736873823055
2016-04-25,8788.01,16679.304340950377,-447.0368875238176,-6053.660122964345,70.49361981962873,176.62929142085244,9.60667445106304,0,-642.5335062602118
2016-05-02,10115.08,16679.304340950377,-572.2226327910472,-5825.466781886891,68.86254875677888,71.19026641875205,13.918157352816959,0,-667.7757142433219
2016-05-09,9652.56,16679.304340950377,-797.9805253393728,-5802.905432625767,68.86254875677888,46.39240212285038,6.362737505316347,0,-667.1581939095736
2016-05-16,9988.79,16679.304340950377,792.9645906398514,-5867.992674503161,68.86254875677888,152.86338698699052,1.722968723187867,0,-636.0167620127087
2016-05-23,13229.39,16679.304340950377,1040.261461625645,-5791.29673325938,68.86254875677888,201.0996082031761,6.976180454411328,27.04367514773724,-612.261226154986
2016-05-30,9873.34,16679.304340950377,-134.8817119747883,-5871.239903618308,74.48187973574525,160.3330405151614,11.997042461165993,49.44607830912852,-640.8439309761504
2016-06-06,10803.02,16679.304340950377,621.5882887964001,-5750.0440800978195,73.50470955928752,162.15363534070073,5.227827083101325,45.85856837738137,-625.111661057698
2016-06-13,11306.49,16679.304340950377,815.9833277809231,-5818.592721352351,73.50470955928752,168.78672740138958,2.370601698474563,39.625987471776305,-628.3155654974979
2016-06-20,12191.04,16679.304340950377,470.3390677953383,-5506.318442551689,73.50470955928752,184.3318473420918,2.143696378068022,22.50389743591736,-569.4696407277637
2016-06-27,16450.66,16679.304340950377,4095.4121869174137,-5626.457330979023,73.50470955928752,260.14870233165317,2.1682760046920557,47.10501836362125,-591.7739779071453
2016-07-04,10618.76,16679.304340950377,105.29332271002849,-5612.141130434263,75.24747218164157,160.42458467568514,3.915040758691373,55.62257997610465,-593.9138042736879
2016-07-11,13129.04,16679.304340950377,1066.2940438602095,-5633.983665673949,75.24747218164157,172.18985812008907,7.338880624396572,55.0759532493949,-579.1073913231473
2016-07-18,13355.72,16679.304340950377,986.4770334167131,-5657.145493922293,75.24747218164157,190.35599677407743,7.618428237671149,55.40315221084813,-599.8340829282026
2016-07-25,12094.36,16679.304340950377,945.2418989428921,-5585.227979877551,75.24747218164157,193.08399371769303,7.32128801839647,54.22572068755723,-595.7368557193917
2016-08-01,11220.74,16679.304340950377,617.4817250028467,-5575.917275773976,68.4462714929109,35.770399048435095,4.235073467548329,15.882291530955019,-569.365833204681
2016-08-08,10975.62,16679.304340950377,642.1670122858696,-5507.214795828869,68.4462714929109,162.34958656114162,6.641053889661969,1.71535662602593,-577.8790087275986
2016-08-15,10893.71,16679.304340950377,482.11018572603797,-5506.351686264776,68.4462714929109,214.0032318019636,8.89743662832682,0.17295975652657794,-574.2361377695438
2016-08-22,10542.73,16679.304340950377,219.00609219346464,-5565.441961553867,68.4462714929109,208.9969971765629,2.1931562971266763,0.01731039042333368,-565.8550231892104
2016-08-29,12753.33,16679.304340950377,1823.9077725132668,-5499.122253583431,68.4462714929109,230.9400348823502,1.6842650433003965,0.0017311833662738763,-539.8250230152001
2016-09-05,9347.5,16679.304340950377,-1162.8633538079935,-5540.533170939329,66.0859888449264,83.54407323951611,0.25573371331830713,1.7311978004336246e-4,-531.3436613412392
2016-09-12,9800.28,16679.304340950377,-738.0066334924394,-5594.090759029952,66.0859888449264,10.896258280022424,0.032189670549191245,1.7311992436597835e-5,-526.5078406030888
2016-09-19,9341.86,16679.304340950377,-842.2610961829015,-5654.394639586223,66.0859888449264,174.90249856829152,0.007451011503758301,25.808076086544606,-530.1446533217013
2016-09-26,9563.83,16679.304340950377,-700.5969192784991,-5549.088870468197,63.135762516876,170.05871398062817,0.004044407658894014,44.06600331850682,-569.450809017232
2016-10-03,9305.65,16679.304340950377,-558.3099749147199,-5696.751094135507,64.96171611508765,138.10891213327278,3.2882750809638357,39.549406464278356,-618.9155648171569
2016-10-10,8855.96,16679.304340950377,-857.3893248255943,-5699.404047309583,64.96171611508765,116.52301771127374,2.8139143306999985,38.35602809602588,-642.5766976439899
2016-10-17,9153.43,16679.304340950377,-533.3740526697885,-5793.992452320512,64.96171611508765,143.94445843883398,3.4244929538674898,33.878403231837346,-630.8064811985076
2016-10-24,9868.61,16679.304340950377,475.9471049577494,-5663.819824760431,64.96171611508765,199.54191257254422,11.307581250396298,31.365747203872186,-605.2343612051418
2016-10-31,9754.92,16679.304340950377,-738.1648256607804,-5712.739705135946,65.09710428280147,210.65748858185393,6.973440144122594,54.61495717248295,-592.642516092857
2016-11-07,10238.62,16679.304340950377,-589.7683759961129,-5726.9751926719455,65.09710428280147,171.25137231309137,7.684670641785109,30.66109495267183,-591.3380463623156
2016-11-14,10078.72,16679.304340950377,-192.1612554568126,-5697.1775312733935,65.09710428280147,206.0949618733529,7.169421032986512,27.18393282702284,-567.0534589230854
2016-11-21,12789.45,16679.304340950377,2247.676101879412,-5732.395108176824,65.09710428280147,259.47432248072084,27.948418400213022,26.301018338836645,-561.3058032487706
2016-11-28,11081.17,16679.304340950377,-241.3082837588831,-5359.284504087765,71.29848058707869,128.00248034823267,12.754168119321942,28.785462665494826,-542.3403080308515
2016-12-05,11307.97,16679.304340950377,723.6003728040531,-5412.572886267729,72.2144783831754,88.39140917047399,9.50395628918813,35.16074791631521,-532.0284985838468
2016-12-12,13003.97,16679.304340950377,2714.7022470298475,-5456.568837899341,72.2144783831754,210.69247293459557,11.50350836314666,33.56391645281654,-527.8889731976412
2016-12-19,19320.26,16679.304340950377,7904.342202410401,-5483.805710910083,72.2144783831754,203.20910098152822,29.788411829158914,26.264505162163278,-519.8745181160979
2016-12-26,14074.09,16679.304340950377,3842.30642367482,-5507.990952633638,72.2144783831754,210.04102165653848,15.48807982819736,24.407609384224923,-534.0623667075412
2017-01-02,6879.31,16679.304340950377,-2848.608062121155,-5624.914550030431,72.07272331862163,41.030778750987686,12.539681131518817,2.7484050117459864,-517.7513589668998
2017-01-09,8394.7,16679.304340950377,-1795.2092276333822,-5672.3501510515025,72.07272331862163,4.669971157891887,9.872945715238007,0.2785071751732437,-493.4507661232276
2017-01-16,7934.16,16679.304340950377,-1934.4287755900857,-5794.659822482471,72.07272331862163,0.4738624463331017,1.6633150909948407,0.027888104568737804,-487.8060688405608
2017-01-23,8174.58,16679.304340950377,-1563.719628077094,-5675.587129147867,72.07272331862163,0.04745638469822547,0.1818553926963521,0.002789185063785799,-480.24251563566406
2017-01-30,9285.12,16679.304340950377,-1156.8361248439028,-5664.967687176715,69.52437980617822,4.122428252155381,0.019014049799101734,2.7892225318572187e-4,-499.48983158536606
2017-02-06,8198.91,16679.304340950377,-1616.3093816388798,-5666.2571447394,67.2801356406298,3.3035434535452146,0.0025389845591939865,2.789226278323247e-5,-497.74018490082005
2017-02-13,8757.38,16679.304340950377,-1580.4324794134145,-5655.033574313471,67.2801356406298,4.416174057336908,7.185855683023165e-4,2.789226663385443e-6,-496.89654699514824
2017-02-20,8774.83,16679.304340950377,-1373.7029347068806,-5633.806346644697,67.2801356406298,3.2823253006814164,6.588005828498033e-4,2.789226638614164e-7,-497.26370233711185
2017-02-27,9517.85,16679.304340950377,-1509.9376275185098,-5359.065619930179,67.2801356406298,0.3316153676944593,5.58495116262897e-4,2.7892268498282876e-8,-498.2601405147759
2017-03-06,9331.14,16679.304340950377,-1561.8417550363574,-5403.885559462897,67.2801356406298,0.03319587806041464,4.7509831564866034e-4,2.789230999547675e-9,-496.8700551962552
2017-03-13,9395.24,16679.304340950377,-1336.550212509557,-5405.3462169044915,67.2801356406298,0.0033199317406965726,5.051886147022039e-4,2.789189506138162e-10,-498.1924338180885
2017-03-20,9357.39,16679.304340950377,-1325.4569246906779,-5343.29701519373,67.2801356406298,3.319966139485292e-4,4.2435012708573624e-4,2.788359637202265e-11,-494.7127882347514
2017-03-27,9696.17,16679.304340950377,-1098.1738661789695,-5306.424598762469,67.2801356406298,3.3199695787665065e-5,6.119093604481258e-4,2.7800609478062034e-12,-492.7539411832265
