Variables,Estimate,Error,Tvalue
Intercept,132231.7256993115,52291.75718181696,2.5287298194923062
TV_GRPs_t,5271.9201154575185,3184.929184238179,1.6552707487336296
DigitalDisplay_Impressions_t,146202.80199245518,67827.4740703933,2.1555100495224355
search,42.919759754212585,3.7341392421952433,11.493883053214887
