Variables,Estimate,Error,Tvalue,Prior_Mean,Prior_SD
GeoCodegeo5:OOH_t,0,100,0,0.15561673427123873,0.124493387416991
GeoCodegeo6:OOH_t,0,100,0,0.15561673427123873,0.124493387416991
GeoCodegeo7:OOH_t,0.03835232981030194,0.030577649452318372,1.2542602357354875,0.15561673427123873,0.124493387416991
GeoCodegeo8:OOH_t,0,100,0,0.15561673427123873,0.124493387416991
GeoCodegeo9:OOH_t,0.19136448008806634,0.0371554854388128,5.150369530313445,0.15561673427123873,0.124493387416991
GeoCodegeo1:samples_t,0,100,0,9.406778428366469e-7,9.406778428366469e-7
GeoCodegeo10:samples_t,0,100,0,9.406778428366469e-7,9.406778428366469e-7
GeoCodegeo2:samples_t,0,100,0,9.406778428366469e-7,9.406778428366469e-7
GeoCodegeo3:samples_t,0,100,0,9.406778428366469e-7,9.406778428366469e-7
GeoCodegeo4:samples_t,0,100,0,9.406778428366469e-7,9.406778428366469e-7
GeoCodegeo5:samples_t,0,100,0,9.406778428366469e-7,9.406778428366469e-7
GeoCodegeo6:samples_t,0,100,0,9.406778428366469e-7,9.406778428366469e-7
GeoCodegeo7:samples_t,0,100,0,9.406778428366469e-7,9.406778428366469e-7
GeoCodegeo8:samples_t,9.406778428366469e-7,9.935904743917347e-6,0.09467460357976154,9.406778428366469e-7,9.406778428366469e-7
GeoCodegeo9:samples_t,0,100,0,9.406778428366469e-7,9.406778428366469e-7
