Week,GeoCode,KPI,d_Intercept,d_seasonality_t,d_base_price_t,d_acv_distribution_t,d_price_discount_t,d_feature_t,d_display_t,d_feature_display_t,d_video_t,d_audio_t,d_digital_display_t,d_search_t,d_OOH_t,d_PR_t,d_samples_t
2017-05-01,geo1,54.633807159999996,-6.139926503868267,31.407601950787747,-14.029327880343692,31.840045063131925,0.27197178667874716,2.7544929177714965,1.4326264608736732,0.05453315860534156,-0.7246625143234952,0.4906142117504206,2.162475843803796,2.9274685366642097,0,1.361060597443343,0
2017-05-08,geo1,53.66658944,-6.139926503868267,29.887638131140847,-14.050037712044645,31.744169035623443,0.28342399320416467,0.8686338673289882,0.9743131325847677,0.05453315860534156,-0.6509116542253144,1.1816532777860573,2.228744886072959,2.8586003743701185,0,1.3409999214250865,0
2017-05-15,geo1,48.48024222,-6.139926503868267,28.93470482825111,-14.017418906433177,31.446562892020047,0.27905588864403796,0.6182329237196679,0.8727259177149125,0.11250307668296933,-0.6369582095306852,1.7868006110097872,1.987166946623114,2.799879773844573,0,0.9100765800217211,0
2017-05-22,geo1,51.23964673,-6.139926503868267,29.505035712525338,-13.971647065619395,31.15328909238186,0.2813935067524542,1.4191997441645876,0.82005707589614385,0.11250307668296933,-0.6380619455394466,1.9331130813134083,2.180440898826963,2.7673790850374194,0,0.666773150694344,0
2017-05-29,geo1,51.612512560000006,-6.139926503868267,28.175905043487855,-13.95342528169997,31.461366920840614,0.2844927174727553,3.1098326242521352,0.8099227565036438,0.17630208736221173,-0.7703278312535996,2.4972645303226044,0.9872820786478664,2.75072174867551,0,0.368979828415341,0
2017-06-05,geo1,52.01001592,-6.139926503868267,29.51354718355225,-13.938653998713468,31.938326267992537,0.29951809456319356,3.8289706569680666,-6.149328468441601e-17,0.28738393686672264,-0.7219033300839334,2.142960572602857,0.44029611116469264,2.786308396963624,0,0.7537145778603515,0
2017-06-12,geo1,50.98749643,-6.139926503868267,29.571229833390916,-13.987195224499482,32.0765970364921,0.30230449934050607,2.5419903049722574,-6.149328468441601e-17,0.21026566498866928,-0.5141497233652422,1.8149286474929303,0.21908271077419117,2.779933909990412,0,0.7932622382657544,0
2017-06-19,geo1,50.068282059999994,-6.139926503868267,29.012228302042324,-14.055668057993543,32.04348130755161,0.3025269682249416,1.9108575663656953,0.23683889141984252,0.20580868778418357,-0.43962231788735434,2.159933935814142,0.15172386296943816,2.8261792457141532,0,0.475357279811409,0
2017-06-26,geo1,50.30895014,-6.139926503868267,28.447903222504607,-14.11524158837038,32.06318755623646,0.2718244864780229,2.0911658209825963,1.2885565686730804,0.21949222821574774,-0.5097382801958641,1.4114272659066964,0.12082262872926328,2.815075350004218,0,1.709861023489032,0
2017-07-03,geo1,50.320615960000005,-6.139926503868267,28.78172253322087,-14.200998800517288,32.11877860762374,0.2364710171138211,1.0870732846454492,2.377339340045556,0.11286735591572253,-0.5118253590775398,0.8763543782789162,0.03925391279098627,2.777131210975614,0,1.2483956068148854,0
2017-07-10,geo1,51.680156069999995,-6.139926503868267,29.006328147655797,-14.29425139916629,32.162833383689154,0.28324983097550566,1.2684033435254913,1.7441381193135832,1.1630011708350166e-18,-0.23140926049706614,0.27698794760043005,0.01348617464948806,2.8189428953477833,0,1.0998765976783258,0
2017-07-17,geo1,51.0058301,-6.139926503868267,28.693058124138204,-14.345881335756175,32.23755749127081,0.29137089810542566,2.568838106420518,2.0716592931703666,0.1397530421325131,-0.1033242057579647,0.08448489315340572,0.00405512302857591,2.905502558989524,0,1.3138141459901564,0
2017-07-24,geo1,51.29997997,-6.139926503868267,28.575264042918487,-14.416095901934698,32.218580541875106,0.2780025377298496,3.2925154601100437,2.7366390886489778,0.401960392041329,-0.011049258355781435,0.02547408634022266,0.001217374583606099,2.898112676340166,0,1.3302075134397549,0
2017-07-31,geo1,52.387566099999994,-6.139926503868267,29.239745948367705,-14.453150177881207,32.23135272361336,0.2869101289108901,2.4323330505174705,1.1754247137942047,0.31854876289058437,-0.03510075145844592,0.007653903659145853,3.65287855849648e-4,2.88663058092896,0,1.0161492801059433,0
2017-08-07,geo1,51.20500447,-6.139926503868267,30.040680369214872,-14.449623937370747,32.32389151134795,0.27253885083424595,1.303715678560071,0.3254672543374817,0.1080200492115418,-0.03327089205610802,0.2330794199156129,0.006829452284186159,2.9243049303384017,0,1.1048972110679045,0
2017-08-14,geo1,53.5049393,-6.139926503868267,30.063829296219588,-14.461705351635361,32.325695748868824,0.2823164036732722,1.0479921275668966,0.3353649655165902,0.05167863622977333,-0.3133638101991405,0.7191588110240817,0.07212097680395428,2.9155235957591765,0,1.5193270219102022,0
2017-08-21,geo1,51.344732709999995,-6.139926503868267,29.681352852116596,-14.465107050043123,32.32570421870627,0.2507045844250523,1.044416501056846,0.11247157061224813,0.017290447154793567,-0.4453211547961431,0.8072522555718561,0.09828760732721087,2.912494267403261,0,1.065721603770929,0
2017-08-28,geo1,53.514621850000005,-6.139926503868267,29.895045450124783,-14.460166970008926,32.383654943811514,0.24184594829149453,1.5307435974311276,0.30612626986750907,0.017290447154793567,-0.4918086996061351,0.6949158423650952,0.0946354509425733,2.8799748796227242,0,1.39988548986342,0
2017-09-04,geo1,52.44292903,-6.139926503868267,29.804980997428746,-14.454928154656367,32.30207650603699,0.2876077665482566,1.6591216076289796,0.5678677612284773,1.1630011708350166e-18,-0.8730636467785309,0.5639183612110072,0.09266522961941914,2.872518632066402,0,1.6755187340287827,0
2017-09-11,geo1,53.00400945,-6.139926503868267,30.202196253608108,-14.469023832931613,31.909988102248505,0.31771704902982434,1.965448686728928,0.8633017042633109,0.14562269210796375,-0.30948410573501994,0.5755481628307665,0.06952490844028182,2.9047100342448036,0,1.4725428712366357,0
