Week,TV_SPD,TV_GRP,TV_EQGRP,US_Rad_GRPS,US_Rad_spd,SrBrd_Imp,SrBrd_Clks,SrBrd_Cost,SrNonBrd_Imp,SrNonBrd_Clks,SrNonBrd_Cost,SNAP_IMP,SNAP_SPD,SNAP_FilViews,DIS_COST,DIS_IMP,DIS_CLK,ONLV_COST,ONLV_IMP,ONLV_CLK,ONLV_Vid_comp,ONLV_Vid25pct,ONLV_Vid50pct,ONLV_Vid75pct,ONLV_Vid_start,OOH_SPD,OOH_IMP,Trade_mag_SPD,US_Mag2149,US_Mag_21plus,US_Tw_imps,US_Tw_eng,US_Tw_vidviews,US_Tw_spend,US_YT_Imps,US_YT_Spend,US_YT_percinview,US_Abs_CEQTVGRPs,US_CapMorg_CEQTVGRP_21pluss,US_CR_CEQTVGRP_21pluss,US_JD_CEQTVGRP_21pluss,US_Jag_CEQTVGRP_21pluss,US_JW_CEQTVGRP_21pluss,US_Mal_CEQTVGRP_21pluss,US_Smir_CEQTVGRP_21pluss,US_AdInt_CEQGRP_21plus,US_Abs_CEQTVGRP_2149s,US_CapMorg_CEQTVGRP_2149s,US_CR_CEQTVGRP_2149s,US_JD_CEQTVGRP_2149s,US_Jag_CEQTVGRP_2149s,US_JW_CEQTVGRP_2149s,US_Mal_CEQTVGRP_2149s,US_Smir_CEQTVGRP_2149s,US_AdInt_CEQGRP_2149,US_Absolut_Mag21plus,US_CapMorg_Mag_21plus,US_CR_Mag21plus,US_JD_Mag21plus,US_Jag_Mag21plus,US_JW_Mag21plus,US_RZC_Mag21plus,US_Smir_Mag21plus,US_Absolut_Mag2149,US_CapMorg_Mag_2149,US_CR_Mag2149,US_JD_Mag2149,US_Jag_Mag2149,US_JW_Mag2149,US_RZC_Mag2149,US_Smir_Mag2149,FamiliarityCol123,FamiliarityCol12,FamiliarityCol1,Avg_Brand_Consumption,Brand_Consumption4_weeks,Brand_Consumption12m,Imagery,Desire,KPI,AvgPriceEQ9L,AvgBasePriceEQ9L,AvgPromoPriceEQ9L,FD,Feature,Display,TPR,ACV0_food,ACV1_food,maxACV_food,maxACV_clubs,ACV0_drug,ACV1_drug,maxACV_drug,ACV0_clubs,ACV1_clubs,ACV0_mass,ACV1_mass,maxACV_mass,ACV0_liquor,ACV1_liquor,maxACV_liquor,TDP0_food,TDP1_food,TDP0_liquor,TDP1_liquor,TDP0_clubs,TDP1_clubs,TDP0_drug,TDP1_drug,TDP1_mass,TDP0_mass,UnitsEQ9L_category,N0_food,N1_food,seasonal_cat,trend_cat,fb_total_spd,ig_total_spd,fb_total_imp,ig_total_imp,maxACV_D,maxACV_F,maxACV_TPR,PR,dum_Mar_2017,dum_Feb_2017,dum_Feb_2016,disp_olv_imp,RelAVG_P_CapM,RelAVG_P_Malib,ACV0_new,ACV1_new,BACARDI_SUPERIOR_RUM_ACVF,shelf_price,US_Rad_iHeart_GRP,Year,seasonID_cat
9/19/2016,243456.15,16.04922348,16.04922348,0,0,210284,18591,22502.81,83510,6071,6939.87,0,0,0,0,2421,5,0,0,0,0,0,0,0,0,32443.75,1904801.643,0,0.121,0.114,9412520,0,657767,49502.76,591810,21219.02,232212,0,0,2.358716089,24.55432127,0,0,0,0,20.22194052,0,0,2.573776836,22.85010015,0,0,0,0,17.69778638,0,2.207,0.068,0.629,0,0,0.388,0,0,3.033,0.076,0.643,0,0,0.477,0,0.808139535,0.601744186,0.311046512,0.265435033,0.135903111,0.394966956,0.405881732,44.08744867,9341.86,124.7361686,127.9353146,110.6471107,0,-12.34551114,-6.011618436,-10.48993024,0.060172261,0.140442708,0.80802,0.89157,0.043140854,0.101663824,0.69388,0.075651852,0.117564706,0.08348875,0.138908684,0.78274,0.122852837,0.175003061,0.92691,691.981,674.125,848.4288783,1376.338542,204.26,199.86,353.755,345.657,527.853,534.328,25503.31,115,48,-9720.709498,28138.7284,63802.81,63589.92,11778724,11386194,22.071,9.276,20.892,119212847,0,0,0,0,0.769808219,0.919923007,3.834343678,6.418527451,32.78171429,107.8365161,12.17634808,Y2016,-2196.8556
9/26/2016,617522.4062,38.18772188,38.15949433,0,0,197374,16869,21693.451,80869,5701,6604.54,0,0,0,0,1889,15,0,0,0,0,0,0,0,0,132037.6694,7189282.994,0,0.164,0.151,4899707,0,333544,23947.08,1097573,37082.44,416627,0.548,0,2.46914278,68.6649476,0,0,0,0,44.36,0.295,0,2.709945162,55.5243404,0,0,0,0,41.981,0,1.655,0.117,0.606,0,0,0.465,0,0,2.275,0.13,0.603,0,0,0.572,0,0.820359281,0.571856287,0.30239521,0.275818337,0.135172015,0.416464658,0.41264103,42.11928637,9563.83,123.9943254,127.8153981,110.5597658,0,-12.44866928,-7.040507798,-10.54374124,0.059882719,0.141212766,0.81324,0.90307,0.043185375,0.105126875,0.67743,0.079301923,0.1257175,0.083064844,0.138458947,0.78218,0.120708,0.178187553,0.94624,682.663,663.7,838.3580702,1327.4,206.185,201.148,345.483,336.406,526.144,531.615,25948.21,114,47,-9894.540279,28145.18652,51666.81,6854.43,10080588,1205864,24.519,16.19,21.981,47464,0,0,0,0,0.826883588,0.917602032,3.782016502,6.664688244,32.56271429,105.8282008,0.017686973,Y2016,-1827.355285
10/3/2016,498298.3881,40.32037406,33.21430427,0,0,218838,20283,24638.15,74546,5708,6347.73,0,0,0,14855.97613,2285400,1381,110157.8124,5820594,10758,5891273,1985244.581,1967850.622,1957070.969,5745468.575,158529.0228,14075318.43,0,0.277,0.281,1232690,0,32,17818.42,1236937,29128.69,340662,12.51814865,0,40.56979564,36.4511798,0,0,0,0,37.96030183,9.433,0,38.46772232,29.64535485,0,0,0,0,37.13309434,0,1.233,0.078,0.435,0,0,0.388,0,0,1.695,0.086,0.406,0,0,0.477,0,0.820359281,0.571856287,0.30239521,0.277733574,0.131014683,0.424452465,0.50230242,43.33742106,9305.65,122.7468222,127.3728293,110.2691366,0,-19.74194203,-5.486031549,-9.329771474,0.059807456,0.144517826,0.80907,0.90399,0.044127,0.101467941,0.67326,0.079313077,0.125620625,0.086543548,0.143372432,0.78051,0.121255141,0.177638229,0.96048,681.805,664.782,849.2658772,1387.37113,206.214,200.993,353.016,344.991,530.478,536.57,26938.64,114,46,-7933.957347,28151.64463,31785.3,3804.9,6903987,820394,20.462,15.919,27.47,0,0,0,0,0,0.898709976,0.916201501,3.773661248,6.330304482,32.17042857,108.6443077,11.74822955,Y2016,-1456.230616
10/10/2016,502970.7091,36.63035761,32.43051346,0,0,193120,15518,23626.492,75857,5843,6552.34,0,0,0,9040.12155,1671950,513,57935.72529,2349835,9873,2452870,1684306.757,1646274.498,1619860.89,2292241.215,158311.1657,14823779.65,0,0.334,0.347,4106974,0,159838,40795.65,1279858,30794.58,332037,23.42003601,0,41.05919672,37.68121571,0,0,0,0,34.7305,18.94496263,0,39.02426553,34.90155508,0,0,0,0,34.854,0,0.779,0.059,0.365,0,0,0.349,0,0,1.07,0.065,0.342,0,0,0.429,0,0.820359281,0.571856287,0.30239521,0.277733574,0.131014683,0.424452465,0.50230242,43.33742106,8855.96,122.6100568,127.1669781,110.2804824,0,-15.33818588,-7.35244641,-9.032232731,0.059717982,0.144093261,0.81598,0.90641,0.042095422,0.103538788,0.67745,0.084185,0.116689412,0.085297143,0.147188889,0.78743,0.120164113,0.178632234,0.94913,680.785,662.829,842.0235526,1354.476652,202.044,198.372,349.392,341.678,529.88,537.372,26354.38,114,46,-8797.541333,28158.10275,24844.41,5116.77,5415497,1107761,18.758,17.58,29.634,3847926,0,0,0,0,0.933067645,0.924160368,3.532331644,6.668313393,32.04871429,108.6949029,11.19510293,Y2016,-2236.314307
10/17/2016,387386.3479,32.23473894,25.35821283,0.938474157,144266.25,198551,16800,23760.48613,76929,6032,6600.9295,0,0,0,15951.6791,2210092,3844,73424.81819,3779615,16739,3840420,2577463.163,2542127.481,2520398.633,3661641.953,179070.5907,21426811.63,0,0.233,0.241,2316428,0,159221,22720.60975,1197849,28439.67,281960,27.96168826,0,34.0649839,28.73163931,0,0,0,0,29.7105,24.27885329,0,33.01063633,22.20987623,0,0,0,0,28.659,0,0.584,0.049,0.427,0,0,0.31,0,0,0.803,0.054,0.404,0,0,0.381,0,0.820359281,0.571856287,0.30239521,0.277733574,0.131014683,0.424452465,0.50230242,43.33742106,9153.43,122.4821364,127.04017,104.6007165,0,-15.87172296,-5.878508179,-9.239012096,0.057279664,0.150346136,0.8023,0.90408,0.040062727,0.101330294,0.69023,0.079822,0.129782,0.093341552,0.144581081,0.78727,0.122115833,0.176311515,0.94903,681.628,661.523,824.8271597,1488.42675,199.555,194.673,352.552,344.523,534.95,541.381,27031,119,44,-6785.140838,28164.56087,49544.32,4005.8,7946544,693705,20.11,22.593,21.549,1198774,0,0,0,0,0.915976443,0.927515301,3.791804187,6.348758123,31.758,110.4988244,14.27711356,Y2016,-1391.190665
10/24/2016,660529.9961,42.59658845,33.33362196,2.744113703,411638,196732,17306,21244.92696,90063,6762,7495.3,46312,5779.22,792,139586.1554,13007229,4650,115351.9148,5225830,32007,5281605,4007001.046,3915705.799,3872038.702,5010416.532,267432.5192,39790988.77,0,0.178,0.183,6296724,0,566054,34822.07765,932398,25748.2,259277,42.08087675,0,41.76394879,8.318685544,0,0,0,0,35.834,31.22899136,0,41.72325338,6.331209005,0,0,0,0,37.5465,0,0.454,0.039,0.524,0,0,0.271,0,0,0.624,0.043,0.501,0,0,0.334,0,0.820359281,0.571856287,0.30239521,0.277733574,0.131014683,0.424452465,0.50230242,43.33742106,9868.61,121.4306485,126.6934665,108.680541,0,-12.81492407,-11.13162217,-11.01582372,0.05851605,0.150386444,0.79588,0.89819,0.042377674,0.105043824,0.69883,0.0812152,0.1240675,0.09112,0.148472973,0.80522,0.131643497,0.176465472,0.94906,696.341,676.739,836.779521,1594.096311,203.038,198.508,364.448,357.149,549.35,555.832,28741.45,119,45,2446.355999,28171.01899,102137.68,42442.02,14095195,8513846,29.322,17.019,28.849,126525023,0,0,0,0,0.878843883,0.923333962,3.855449261,6.800358036,32.13085714,108.0162664,52.76731087,Y2016,1241.404913
10/31/2016,465686.6383,35.52013161,27.32028747,0,0,189432,16630,20771.74787,76586,6443,8741.98,19351582,307727.27,1233346,30276.56915,4784872,14810,84718.4167,4182046,28504,4295694,2388226.983,2356465.125,2337037.784,4135267.271,289678.1811,41882040,0,0.15,0.155,234150,0,15691,867.774613,1886695,51101.83,550544,12.23963698,0,2.196405672,30.89458607,0,0,0,0,31.596,9.187829732,0,1.323029034,27.96565096,0,0,0,0,30.5155,0,0.389,0.034,0.499,0,0,0.233,0,0,0.535,0.038,0.482,0,0,0.286,0,0.850299401,0.628742515,0.311377246,0.26214026,0.105302151,0.41897837,0.497354497,43.42774155,9754.92,119.9486298,126.6809139,105.9204506,0,-22.26110162,-8.919563848,-9.19828157,0.064430455,0.147116383,0.8062,0.88312,0.045271646,0.103332941,0.69343,0.07825,0.119623125,0.090107541,0.146881622,0.7909,0.116030903,0.172366875,0.94667,708.735,691.447,927.7985455,1412.317277,195.625,191.397,357.646,351.332,543.462,549.656,26899.84,110,47,-3898.532176,28177.47711,189153.2,122892.42,15055782,15444163,20.786,15.475,27.696,363021982,0,0,0,0,0.860559617,0.896173785,3.934082512,6.600538796,32.67842857,108.9492309,0.100744616,Y2016,-1925.34303
11/7/2016,432794.2339,30.41397524,22.11265045,0,0,197170,17034,23567.26,75109,6382,8339.18,136640,2727.27,2415,25034.4378,6441108,23359,101026.7248,5340308,22899,4616459,2665029.115,2605141.323,2564252.129,4304431.687,290411.412,29534165.73,0,0.279,0.294,0,0,0,0,724260,22496.48,225540,12.44720249,0,1.834118212,28.25446046,0,190.7202862,0,0,24.895,9.277047591,0,1.591163631,27.76019707,0,166.2873107,0,0,25.4615,0,0.26,0.029,0.399,0,0,0.339,0,0,0.357,0.032,0.386,0,0,0.366,0,0.850299401,0.628742515,0.311377246,0.26214026,0.105302151,0.41897837,0.497354497,43.42774155,10238.62,119.6393364,125.492328,107.2794291,0,-15.28636104,-13.80672374,-10.80694948,0.058930696,0.140756596,0.80388,0.87412,0.049840972,0.103728824,0.68623,0.085723913,0.114334118,0.088195902,0.151494571,0.79297,0.122800357,0.183181075,0.93486,677.703,661.556,825.0297391,1309.03634,197.165,194.368,358.855,352.678,530.231,537.995,27348.4,115,47,-7376.653248,28183.93523,49326.42,9940.04,9742359,1976037,24.689,8.969,27.949,0,0,0,0,0,0.858665433,0.895269291,4.015011552,7.011786349,32.70742857,109.2207198,0.119406574,Y2016,-1538.28304
11/14/2016,573312.1182,40.32859988,29.40211274,0.944763146,144215.25,170748,14394,19712.63,77934,7128,9800.02,136640,2727.27,2415,26686.05175,5656477,25859.66667,128609.3764,6922562,50628,6167425,3559713.01,3423562.923,3323810.104,5401419.297,311839.9835,30179089.12,0,0.374,0.398,1634673,0,16,22399.65612,684022,22679.02,218134,0.838182232,0,0.637634347,19.08771399,0,47.89343114,0,0,30.8875,0.745427014,0,0.632049839,17.98099459,0,34.67238606,0,0,31.725,0,0.195,0.024,0.46,0.126,0,0.428,0,0,0.268,0.027,0.445,0.177,0,0.44,0,0.850299401,0.628742515,0.311377246,0.26214026,0.105302151,0.41897837,0.497354497,43.42774155,10078.72,118.0205491,124.7328167,107.0135266,0,-14.6280742,-11.65683227,-12.1836583,0.057766638,0.139252553,0.80246,0.86963,0.046828133,0.104242121,0.67576,0.0800712,0.12252,0.093663448,0.145199459,0.79521,0.124569357,0.181845158,0.94159,670.093,654.487,808.732931,1322.899255,200.178,196.032,351.211,343.999,537.238,543.248,27390.49,116,47,-3885.022706,28190.39335,85971.77,17833.3,14739984,3053693,23.799,10.849,25.265,14958,0,0,0,0,0.823402463,0.892094633,3.568261825,6.535102381,32.68871429,108.6524404,26.55262766,Y2016,-501.2110046
11/21/2016,398752.2153,40.63191618,31.87340895,2.761258623,412029,130172,12227,15513.72213,76925,7716,9003.06,136640,2727.27,2415,105825.0508,116994970,374015.6667,159995.7205,19216303,64222,13617248,8696541.947,6411146.358,5732538.811,7376223.666,306508.2517,39409698.82,0,0.5,0.521,1417869,0,330,28861.45534,683159,22470.2,212653,0,0,3.228975833,5.825214431,0,20.51351906,0,0,34.2262718,0,0,3.054292473,4.952578895,0,18.21408029,0,0,32.7468935,0,0.097,0.088,0.622,0.315,0.068,0.27,0,0,0.134,0.097,0.611,0.444,0.076,0.274,0,0.850299401,0.628742515,0.311377246,0.26214026,0.105302151,0.41897837,0.497354497,43.42774155,12789.45,118.5406414,124.4015855,108.191229,0,-16.69769579,-9.861533377,-11.67983266,0.065959035,0.1473314,0.81942,0.87878,0.04967,0.111548,0.73144,0.086739583,0.120141176,0.097952742,0.171223714,0.83997,0.135779437,0.18953396,0.94198,751.933,736.657,936.6182982,1488.04714,208.175,204.24,397.36,390.418,599.283,607.307,34280.66,114,50,23598.39604,28196.85147,139202.88,27741.35,23646520,5080017,20.181,16.262,22.965,9683498,0,0,0,0,0.815056453,0.897470111,4.199920361,7.433076488,34.006,109.3240845,53.25900306,Y2016,5862.57617
11/28/2016,490669.3021,38.23941467,27.76811845,0,0,82026,5626,8639.06216,42787,3951,4387.79,136640,2727.27,2415,17188.95668,4770821,25668.66667,78714.96197,4885788,45450,4594815,2538328.584,2487699.947,2450002.507,4272827.182,254152.3437,25423347.49,0,0.605,0.625,0,0,0,0,723757,25889.58,239635,3.488,0,23.08114146,3.481111175,0,9.72,0,0,31.5725,3.341,0,22.10305386,2.962377661,0,9.109,0,0,30.295,0,0.065,0.132,0.644,0.378,0.117,0.144,0,0,0.089,0.146,0.639,0.532,0.13,0.134,0,0.836363636,0.63030303,0.345454545,0.276039734,0.11800402,0.434075448,0.512304663,47.56481908,11081.17,120.3825913,125.0489432,110.1750652,0,-11.87554189,-8.34013663,-9.939747876,0.062045268,0.147455,0.81227,0.88112,0.050306338,0.109290625,0.68947,0.083860833,0.1315,0.087745902,0.150952286,0.80468,0.12150518,0.176225895,0.9442,694.907,678.293,862.4292232,1400.8225,201.266,197.25,357.175,349.73,528.333,535.25,27564.75,112,46,-1572.345735,28203.30958,32629.71,9302.13,4624739,1093306,27.696,8.991,20.971,60000,0,0,0,0,0.787517188,0.902203711,3.997521684,6.872795238,33.08442857,102.2083895,0.039067069,Y2016,-629.4003806
12/5/2016,284419.175,47.79764482,24.1450342,0,0,133005,9318,14001.96734,66117,5575,5334.59612,136640,2727.27,2415,55089.24948,8189506,40527,84052.02391,5350745,34219,5061784,2352222.955,2296728.036,2257025.255,4728607.91,231059.7722,16169709.74,0,0.595,0.622,0,0,0,0,764911,32539.64,307169,0,0,54.30257217,23.08189883,0,4.073,0,0,25.03407009,0,0,51.36225128,23.37832013,0,3.122,0,0,26.42065787,0,0,0.093,0.521,0.315,0.247,0.12,0,0,0,0.103,0.515,0.444,0.243,0.112,0,0.836363636,0.63030303,0.345454545,0.273229823,0.115061506,0.43139814,0.496635148,48.1759018,11307.97,119.1833431,124.4775796,107.9759854,0,-11.92520759,-12.46954302,-9.978691809,0.061117788,0.146545217,0.7975,0.9059,0.048507632,0.106657059,0.70211,0.0832496,0.120493529,0.094641525,0.157434857,0.81622,0.133165177,0.182827157,0.95333,690.631,674.108,861.7608053,1494.761217,208.124,204.839,368.658,362.634,551.022,558.385,30114.96,113,46,5234.021007,28209.22987,20045.94,6598.68,3515221,1571980,30.745,8.166,20.712,47253427,0,0,0,0,0.772543698,0.890033067,3.81873514,6.804786607,32.94814286,103.2246669,0.033961099,Y2016,1887.35481
12/12/2016,339139.2056,53.18581695,27.40800069,0.980623974,148023.25,295794,17162,29499.7851,85282,7135,6756.52152,1356848,110460.27,384584,80248.33116,12676886,36738.5,113793.8983,16555225,36077,6749489,2660513.077,2555419.057,2484811.428,4248168.833,231059.9772,22865405.12,0,0.591,0.624,0,0,0,0,756242,30908.41,282135,0,0,56.33310469,26.03593865,0,14.436,0,0,28.39158405,0,0,50.74760312,24.20704808,0,11.217,0,0,28.69374992,0,0,0.059,0.43,0.284,0.463,0.096,0,0,0,0.065,0.424,0.399,0.436,0.09,0,0.836363636,0.63030303,0.345454545,0.273229823,0.115061506,0.43139814,0.496635148,48.1759018,13003.97,120.049311,124.8337982,108.7474411,0,-10.76956717,-6.76776139,-7.343760733,0.062350948,0.147202708,0.82435,0.9103,0.053057123,0.115239394,0.71349,0.082812,0.119905294,0.092609683,0.160353889,0.82612,0.141481571,0.192698922,0.97262,723.271,706.573,872.9132759,1501.467625,207.03,203.839,387.317,380.29,577.274,583.441,34621.26,116,48,20337.20664,28215.15015,125914.6,39413.47,16133211,5283038,21.583,14.049,19.007,22845565,0,0,0,0,0.766532809,0.903837761,3.877014127,7.139755655,34.09114286,104.0637258,30.5239926,Y2016,7080.712692
12/19/2016,551288.8642,55.07437873,41.63174301,2.667679081,402980.75,217885,14494,26867.62,126726,10983,10755.74,136640,2727.27,2415,210070.7768,145020527,566439.5,172561.1289,27331581,91226,35799320,29176964.04,23152152.56,21403901.05,22512812.49,233459.9772,29373732.12,0,0.457,0.482,3707032,0,872,28825.16186,610279,23634.97,205375,0,0,65.72571722,32.09626419,0,14.494,0,0,46.04807337,0,0,57.02583452,28.65828132,0,11.91,0,0,43.41969678,0,0,0.117,0.37,0.252,2.661,0.084,0,0,0,0.13,0.365,0.355,2.402,0.078,0,0.836363636,0.63030303,0.345454545,0.273229823,0.115061506,0.43139814,0.496635148,48.1759018,19320.26,121.2999915,125.5656625,110.1784062,0,-16.87655732,-5.587492572,-6.914568382,0.067483136,0.150212308,0.83672,0.91073,0.053246548,0.122151111,0.76835,0.086130417,0.119767647,0.10392,0.172567027,0.84941,0.166335652,0.217512571,0.96764,796.301,781.104,931.2672712,1577.229231,206.713,203.605,447.271,439.744,638.498,644.304,51587.87,118,52,62441.44539,28221.07043,92753.71,38306.76,13810366,5668278,19.594,16.607,14.747,5340029,0,0,0,0,0.754895243,0.894607032,4.345009286,7.977318452,35.67757143,104.5831677,58.49241432,Y2016,20616.76422
12/26/2016,301864.75,60.9079574,47.17066413,2.693519824,760.75,162828,12854,20125.14,120027,10541,10526.47,2103576,212727.27,507007,13375.93237,9809413,24486,59242.36634,16486332,82145,23380909,19358636.54,15458448.67,14345874.79,15166771.31,233459.9822,29624491.74,0,0.334,0.352,2494449,0,442,29051.97481,625745,20746.41,194206,0,0,17.37391162,0.005318591,0,44.71527283,0,9.216,52.7585,0,0,17.88836237,0.00163961,0,35.67109594,0,4.57,49.3355,0,0,0.157,0.288,0.221,1.997,0.072,0,0,0,0.173,0.284,0.31,1.817,0.067,0,0.765243902,0.56402439,0.323170732,0.258965226,0.118479836,0.399450616,0.467860097,48.1759018,14074.09,119.9246034,124.8595376,109.254401,0,-16.33703996,-7.07970554,-9.320789637,0.06904453,0.152536923,0.85028,0.90614,0.054493506,0.109098947,0.76059,0.084167083,0.117301765,0.096662742,0.160380811,0.83427,0.14351972,0.197898058,0.96898,807.821,793.192,987.3367778,1571.130308,202.001,199.413,419.6,414.576,593.409,599.309,38653.08,117,52,36586.33009,28226.99071,101048.46,24599.8,14912444,3899028,18.997,16.131,12.815,458838,0,0,0,0,0.775497021,0.898297781,4.422267222,8.102925,35.636,105.0444111,37.50356968,Y2016,10021.8239
1/2/2017,0,0,0,0,0,101946,7288,9299.09728,63057,5487,5208.15,136640,2727.27,2415,2227.558545,13566778,3960,0,0,0,0,0,0,0,0,42000,885891.5481,0,0.284,0.299,0,0,0,0,0,0,0,0,0,4.528484912,0.005558333,0,3.804,0,0,0,0,0,4.116051292,0.00163961,0,4.012,0,0,0,0,0,0.113,0.2,0.189,1.004,0.06,0,0,0,0.124,0.199,0.266,0.922,0.056,0,0.765243902,0.56402439,0.323170732,0.246341463,0.104765131,0.387917796,0.486175115,48.08133381,6879.31,121.9743455,124.7740929,108.6094027,0,-14.37407314,-9.325566905,-8.352728639,0.06269027,0.141911667,0.81956,0.90084,0.043844,0.100545938,0.6567,0.082948696,0.11736,0.100803393,0.159487714,0.8075,0.111301168,0.164076957,0.93877,695.862,681.176,858.8567027,1305.587333,190.782,187.776,328.83,321.747,558.207,564.499,19732.98,111,48,-9900.018006,28232.91099,0,0,0,0,25.022,22.179,11.641,3007199,0,0,0,0,0.751812263,0.88452315,3.740726825,6.893696131,33.29485714,107.2742932,0.008052082,Y2017,-7429.977001
1/9/2017,0,0,0,0,0,92408,6658,8751.16345,52851,4665,4452.57,136640,2727.27,2415,4.98,8882207,1998,0,0,0,0,0,0,0,0,20571.42857,240968.1552,0,0.234,0.246,0,0,0,0,0,0,0,0,0,3.921065649,0.000239742,0,6.64,0,0,0,0,0,4.096829886,0,0,7.25,0,0,0,0,0,0.088,0.151,0.139,0.762,0.048,0,0,0,0.097,0.15,0.195,0.701,0.045,0,0.765243902,0.56402439,0.323170732,0.246341463,0.104765131,0.387917796,0.486175115,48.08133381,8394.7,122.7032555,124.8622173,109.4173179,0,-7.044911945,-9.164630989,-12.81307859,0.059198692,0.140608636,0.79504,0.91073,0.045083467,0.103477813,0.67258,0.078879583,0.123584,0.08483918,0.150064412,0.78417,0.114914706,0.175905114,0.93991,633.426,618.678,805.1022056,1237.356,189.311,185.376,338.126,331.129,510.219,517.519,23567.1,107,44,-14442.79074,28238.83127,0,0,0,0,33.532,5.395,17.03,9399076,0,0,0,0,0.716526052,0.901740315,3.478023481,6.583932063,32.08657143,108.1789506,0.060675028,Y2017,-4682.414352
1/16/2017,0,0,0,0,0,90256,6587,8818.37839,49633,4428,4287.04,136640,2727.27,2415,0,504,42,0,0,0,0,0,0,0,0,17000,133480.9231,0,0.195,0.205,0,0,0,0,0,0,0,0,0,3.620658258,9.391239742,0,55.48259375,0,0,0,0,0,3.788066234,7.9915,0,36.02484436,0,0,0,0,0,0.073,0.124,0.113,0.562,0.036,0,0,0,0.081,0.123,0.16,0.52,0.034,0,0.765243902,0.56402439,0.323170732,0.246341463,0.104765131,0.387917796,0.486175115,48.08133381,7934.16,122.9801821,125.6342501,110.663663,0,-10.83703823,-9.299701393,-13.39061408,0.055093932,0.13163,0.7924,0.90727,0.046944028,0.100407576,0.67342,0.082314348,0.123772,0.08863931,0.153244242,0.78741,0.117628456,0.175856333,0.9374,644.599,631.824,749.2774701,1184.67,189.323,185.658,337.997,331.345,505.706,514.108,22504.39,117,48,-13159.92725,28244.75155,0,0,0,0,32.378,10.296,12.485,11965806,0,0,0,0,0.708329545,0.908164039,3.329827727,6.698342857,31.69942857,110.511552,0.002622156,Y2017,-5045.538382
1/23/2017,0,0,0,0.01391231,430.95,88796,6323,8641.8187,50042,4444,4199.61,136640,2727.27,2415,0,308,31,0,0,0,0,0,0,0,0,17000,133480.9231,0,0.324,0.344,0,0,0,0,0,0,0,0,0,9.919639735,14.15773974,0,38.19707084,0,0,0,0,0,8.632247863,11.5155,0,22.232,0,0,0,0,0,0.059,0.075,0.063,0.42,0.036,0,0,0,0.065,0.075,0.089,0.389,0.034,0,0.765243902,0.56402439,0.323170732,0.246341463,0.104765131,0.387917796,0.486175115,48.08133381,8174.58,122.4456256,125.792907,108.0296516,0,-8.195553207,-10.66538047,-14.6385268,0.056984554,0.138616222,0.79193,0.90687,0.046610822,0.104025625,0.66635,0.078127917,0.115024375,0.084372951,0.149202647,0.78058,0.120781061,0.173233297,0.93147,638.227,623.773,752.1961071,1261.407622,187.507,184.039,340.259,332.882,507.289,514.675,22526.7,112,45,-11572.53845,28250.67183,0,29065.81,0,5878182,29.574,17.839,14.678,0,0,0,0,0,0.697346721,0.905614426,3.407695635,6.286859524,31.74371429,108.2406839,0.273973612,Y2017,-4078.623882
1/30/2017,0,0,0,2.820407339,288878.45,88185,6665,8670.34935,54321,4895,4537.29,136640,2727.27,2415,0,377,21,0,0,0,0,0,0,0,0,17000,133480.9231,0,0.374,0.4,0,0,0,0,0,0,0,0,0,3.522758401,19.7965468,0,6.476,0,0,0,0,0,3.692767957,18.35953948,0,5.164,0,0,0,0,0,0.049,0.015,0,0.263,0,0,0,0,0.054,0.016,0,0.247,0,0,0.781456954,0.592715232,0.311258278,0.242384106,0.10034339,0.384424822,0.501253133,46.38127657,9285.12,122.1843971,125.6181499,107.9553497,0,-9.07610582,-11.54429633,-16.44856623,0.055584915,0.134081875,0.80373,0.91086,0.0450188,0.097779412,0.66609,0.077548,0.126437333,0.092101228,0.152596176,0.78357,0.123993869,0.181014946,0.96775,655.902,643.593,761.513339,1246.961438,193.87,189.656,337.641,332.45,518.827,524.977,25746.12,118,48,-7274.475228,28256.59211,961.32,39629.5,144851,4044004,26.59,8.556,20.372,0,0,0,0,0,0.72529521,0.904684788,3.394403994,6.471091071,32.367,108.0381576,42.04147094,Y2017,-3017.356412
2/6/2017,0,0,0,0.054390434,4599.35,88637,6496,8589.38409,46683,4244,3818.43,136640,2727.27,2415,0,364,8,0,0,0,0,0,0,0,0,17000,133480.9231,0,0.274,0.291,0,0,0,0,0,0,0,24.184,0,2.512682829,32.08819649,0,15.448,0,0,0,19.678,0,2.453445222,28.64460998,0,12.93,0,0,0,0,0,0.044,0.015,0,0.227,0,0,0,0,0.049,0.016,0,0.213,0,0,0.781456954,0.592715232,0.311258278,0.246288388,0.108721037,0.383855739,0.487647691,44.88409084,8198.91,121.6810075,126.5075135,108.0822663,0,-13.51825818,-11.20101277,-15.32772999,0.054345854,0.13377449,0.81141,0.91156,0.044889733,0.103013125,0.67152,0.080812083,0.11893875,0.095018545,0.156260303,0.78354,0.122305379,0.17558022,0.94108,668.454,655.495,717.3652683,1217.347857,193.949,190.302,336.673,329.642,515.659,522.602,22854.85,123,49,-7580.861727,28262.5124,651.79,6119.66,101377,520599,23.833,12.063,19.806,11936324,0,1,0,0,0.722754597,0.887711076,3.468351075,6.602908333,32.26985714,108.0627492,0.329312005,Y2017,-4215.792861
