Week,TV_SPD,TV_GRP,TV_EQGRP,US_Rad_GRPS,US_Rad_spd,SrBrd_Imp,SrBrd_Clks,SrBrd_Cost,SrNonBrd_Imp,SrNonBrd_Clks,SrNonBrd_Cost,SNAP_IMP,SNAP_SPD,SNAP_FilViews,DIS_COST,DIS_IMP,DIS_CLK,ONLV_COST,ONLV_IMP,ONLV_CLK,ONLV_Vid_comp,ONLV_Vid25pct,ONLV_Vid50pct,ONLV_Vid75pct,ONLV_Vid_start,OOH_SPD,OOH_IMP,Trade_mag_SPD,US_Mag2149,US_Mag_21plus,US_Tw_imps,US_Tw_eng,US_Tw_vidviews,US_Tw_spend,US_YT_Imps,US_YT_Spend,US_YT_percinview,US_Abs_CEQTVGRPs,US_CapMorg_CEQTVGRP_21pluss,US_CR_CEQTVGRP_21pluss,US_JD_CEQTVGRP_21pluss,US_Jag_CEQTVGRP_21pluss,US_JW_CEQTVGRP_21pluss,US_Mal_CEQTVGRP_21pluss,US_Smir_CEQTVGRP_21pluss,US_AdInt_CEQGRP_21plus,US_Abs_CEQTVGRP_2149s,US_CapMorg_CEQTVGRP_2149s,US_CR_CEQTVGRP_2149s,US_JD_CEQTVGRP_2149s,US_Jag_CEQTVGRP_2149s,US_JW_CEQTVGRP_2149s,US_Mal_CEQTVGRP_2149s,US_Smir_CEQTVGRP_2149s,US_AdInt_CEQGRP_2149,US_Absolut_Mag21plus,US_CapMorg_Mag_21plus,US_CR_Mag21plus,US_JD_Mag21plus,US_Jag_Mag21plus,US_JW_Mag21plus,US_RZC_Mag21plus,US_Smir_Mag21plus,US_Absolut_Mag2149,US_CapMorg_Mag_2149,US_CR_Mag2149,US_JD_Mag2149,US_Jag_Mag2149,US_JW_Mag2149,US_RZC_Mag2149,US_Smir_Mag2149,FamiliarityCol123,FamiliarityCol12,FamiliarityCol1,Avg_Brand_Consumption,Brand_Consumption4_weeks,Brand_Consumption12m,Imagery,Desire,KPI,AvgPriceEQ9L,AvgBasePriceEQ9L,AvgPromoPriceEQ9L,FD,Feature,Display,TPR,ACV0_food,ACV1_food,maxACV_food,maxACV_clubs,ACV0_drug,ACV1_drug,maxACV_drug,ACV0_clubs,ACV1_clubs,ACV0_mass,ACV1_mass,maxACV_mass,ACV0_liquor,ACV1_liquor,maxACV_liquor,TDP0_food,TDP1_food,TDP0_liquor,TDP1_liquor,TDP0_clubs,TDP1_clubs,TDP0_drug,TDP1_drug,TDP1_mass,TDP0_mass,UnitsEQ9L_category,N0_food,N1_food,seasonal_cat,trend_cat,fb_total_spd,ig_total_spd,fb_total_imp,ig_total_imp,maxACV_D,maxACV_F,maxACV_TPR,PR,dum_Mar_2017,dum_Feb_2017,dum_Feb_2016,disp_olv_imp,RelAVG_P_CapM,RelAVG_P_Malib,ACV0_new,ACV1_new,BACARDI_SUPERIOR_RUM_ACVF,shelf_price,US_Rad_iHeart_GRP,Year,seasonID_cat
1/5/2015,0,0,0,19.67431524,52340.8701,73357,1409,3651.32,71990,3657,4226.76,0,0,0,34976.49558,5382352.194,1860.946702,NA,NA,NA,0,0,0,0,0,0,0,0,0.06,0.046,0,0,0,0,0,0,0,0,0,2.299981157,0.694468847,0,16.254,0,12.059,0,0,0,2.573674231,0.638666972,0,13.666,0,14.47,0,0.347,0,0.046,0,0,1.116,0,0,0.347,0,0.06,0,0,1.304,0,0,0.744897959,0.503401361,0.236394558,0.256058673,0.118551587,0.39356576,0.435267857,41.8667098,8186.55,126.1931742,127.4445684,113.456729,0,-11.02445844,-1.290583582,-8.936542591,0.067525688,0.138762308,0.80578,0.91042,0.042781707,0.103486061,0.6661,0.095985417,0.120184737,0.087626721,0.1455225,0.73216,0.146335726,0.180539,0.93697,736.03,721.564,837.3185321,1387.623077,230.365,228.351,350.81,341.504,523.881,534.523,21068.41,109,52,-10834.95757,27723.49018,4199.91,0,1249329,0,26.648,16.204,19.984,0,0,0,0,0,0.764888975,0.930147204,4.568697253,9.438163492,31.257,114.5800396,0.277902796,Y2015,-7189.451379
1/12/2015,0,0,0,19.67431524,52340.8701,18574,493,1053.55,69518,3891,4869.94,0,0,0,27365.78995,3430396.598,805.3143491,NA,NA,NA,0,0,0,0,0,0,0,0,0.051,0.04,0,0,0,0,0,0,0,0,0,2.05,6.237934999,0,0,0,7.065,0,0,0,2.2995,7.980222428,0,0,0,8.31,0,0.244,0,0.04,0,0,0.817,0,0,0.246,0,0.051,0,0,0.958,0,0,0.744897959,0.503401361,0.236394558,0.256058673,0.118551587,0.39356576,0.435267857,41.8667098,9059.56,127.3943762,127.7805452,115.8188565,0,-9.335076863,-2.041767331,-5.820874137,0.064423333,0.128567358,0.79427,0.91365,0.042271279,0.116796333,0.69929,0.088661111,0.108070909,0.083261343,0.147936757,0.75853,0.152109593,0.195680526,0.93806,695.772,681.407,792.407,1221.389906,239.385,237.756,363.533,350.389,547.366,557.851,23280.35,108,53,-14279.15676,27723.8641,6929.39,0,1601231,0,34.553,10.58,9.251,0,0,0,0,0,0.739443354,0.940634007,4.30965293,8.902873016,31.02171429,113.4903804,6.120374529,Y2015,-4645.302425
1/19/2015,0,0,0,19.67431524,52340.8701,13317,414,754.23,62463,3845,4958.59,0,0,0,27345.5712,3196243.765,664.6893491,NA,NA,NA,0,0,0,0,0,0,0,0,0.163,0.126,0,0,0,0,0,0,0,0,0,1.79,23.7721633,0,0,0,1.609,0,0,0,2.0105,24.05780531,0,0,0,1.847,0,0.294,0,0.033,0,0,0.762,0,0,0.323,0,0.043,0,0,0.905,0,0,0.744897959,0.503401361,0.236394558,0.256058673,0.118551587,0.39356576,0.435267857,41.8667098,8819.87,127.0169599,128.5606903,114.782927,0,-9.884206891,-3.221479181,-7.511668428,0.065373084,0.129596415,0.78944,0.91555,0.04549675,0.107138182,0.68665,0.088242963,0.1182245,0.084422727,0.147567027,0.76092,0.152678548,0.196170104,0.93881,699.492,686.861,810.626243,1244.125585,238.256,236.449,363.974,353.556,545.998,557.19,22567.98,107,53,-13168.83376,27724.23801,6536.33,0,1294955,0,33.36,15.506,12.377,0,0,0,0,0,0.718678017,0.941308139,4.680358333,8.916911111,30.77342857,114.271832,0.139493755,Y2015,-4963.691743
1/26/2015,0,0,0,19.67431524,52340.8701,13573,402,708.06,66328,4060,5073.28,0,0,0,26837.96675,3147033.004,664.6893491,NA,NA,NA,0,0,0,0,0,0,0,26494,0.239,0.186,0,0,0,0,0,0,0,0,0,18.7475,24.75280822,0,0,0,0,0,0,0,20.995,23.80483179,0,0,0,0,0,0.318,0,0.027,0,0,0.547,0,0,0.365,0,0.034,0,0,0.662,0,0,0.740802676,0.486622074,0.202341137,0.24726519,0.109195002,0.385335377,0.449243012,43.43897528,10645.72,126.0853412,128.1156348,114.5231387,0,-8.644468088,-3.431959812,-7.567492738,0.067155094,0.134144231,0.79637,0.91785,0.040654045,0.112689355,0.67909,0.091528462,0.117475,0.088925313,0.136953659,0.77383,0.164130417,0.203714792,0.94694,711.844,697.55,805.8611321,1287.784615,237.974,234.95,361.821,349.337,561.51,569.122,26602.41,106,52,-10393.3124,27724.61193,5389.78,0,813092,0,30.925,19.978,13.454,0,0,0,0,0,0.7217442,0.928467411,4.763286012,9.073155357,31.43771429,112.0719156,5.916132499,Y2015,-3491.380604
2/2/2015,0,0,0,19.67431524,52340.8701,13820,387,861.18,65493,3772,4831.67,0,0,0,23792.34008,2851768.443,664.6893491,NA,NA,NA,0,0,0,0,0,0,0,0,0.163,0.126,0,0,0,0,0,0,0,0,0,15.2345,0.078633233,0,0,0,0,0,0,0,16.1385,0.092132295,0,0,0,0,0,0.246,0,0.02,0,0,0.278,0,0,0.277,0,0.026,0,0,0.345,0,0,0.740802676,0.486622074,0.202341137,0.254437048,0.104480323,0.404393773,0.48887863,44.74716815,9147.43,125.0842541,128.5880195,112.5583904,0,-11.44115937,-6.376115703,-8.666660415,0.064740357,0.134044528,0.81024,0.91785,0.043909398,0.110101875,0.68233,0.0960348,0.113303333,0.087173134,0.155017568,0.77209,0.151929431,0.195271263,0.93461,725.092,710.436,796.3063929,1273.423019,240.087,237.937,364.448,352.326,573.565,584.06,22230.61,112,53,-7276.34211,27724.98585,10340.52,0,1528865,0,21.381,17.369,15.332,0,0,0,0,0,0.726235159,0.926787749,4.501045696,9.27532123,31.147,112.838016,0.184185273,Y2015,-3384.448371
2/9/2015,0,0,0,19.67431524,52340.8701,16532,421,818,67936,4014,5205.02,0,0,0,23792.34008,2851768.443,664.6893491,NA,NA,NA,0,0,0,0,0,0,0,0,0.129,0.099,0,0,0,0,0,0,0,0,0,9.879,22.87433841,0,0,0,0,0,0,0,10.4545,20.72846526,0,0,0,0,0,0.172,0,0.02,0,0,2.87,0,0,0.197,0,0.026,0,0,3.441,0,0,0.740802676,0.486622074,0.202341137,0.254437048,0.104480323,0.404393773,0.48887863,44.74716815,10152.7,126.1393069,129.7953446,113.8023222,0,-16.66092168,-7.576869951,-8.867186338,0.065328273,0.126181786,0.81133,0.91785,0.042695114,0.107183529,0.69591,0.088983333,0.118386,0.090620462,0.156134865,0.77603,0.154025547,0.199926735,0.93462,718.611,706.618,836.2018909,1236.5815,240.255,236.772,375.717,364.424,577.699,589.033,24750.15,110,56,-7449.488689,27725.35976,13992.37,0,2143360,0,35.175,23.434,13.481,0,0,0,0,0,0.72619446,0.920590772,4.635449238,9.205491468,30.91871429,113.9782547,6.541615301,Y2015,-3901.528437
2/16/2015,0,0,0,19.67431524,52340.8701,17571,464,797.27,66796,4062,5273,0,0,0,23792.34008,2851768.443,664.6893491,NA,NA,NA,0,0,0,0,0,0,0,0,0.085,0.066,0,0,0,0,0,0,0,0,0,10.7175,0.258049329,0,0,0,0,0,0,0,11.2805,0.317500347,0,0,0,0,0,0.126,0,0,0,0,2.163,0,0,0.143,0,0,0,0,2.609,0,0,0.740802676,0.486622074,0.202341137,0.254437048,0.104480323,0.404393773,0.48887863,44.74716815,9500.51,126.5216623,130.3505455,115.2510224,0,-7.274279554,-9.573143943,-9.828488276,0.069219333,0.134420943,0.81079,0.91785,0.044875663,0.11286875,0.69356,0.092605,0.108757727,0.084641449,0.147341538,0.77309,0.152958306,0.198647158,0.93557,726.803,712.431,858.3197333,1276.998962,240.773,239.267,372.468,361.18,574.632,584.026,23281.57,105,53,-11049.33952,27725.73368,12020.08,0,1784716,0,32.417,9.939,19.712,0,0,0,0,0,0.723238585,0.923681198,4.895654762,8.691785714,31.26028571,111.0100189,0.007790394,Y2015,-4236.302088
2/23/2015,0,0,0,19.67431524,52340.8701,13841,353,740.37,65475,4116,5205.28,0,0,0,23792.34008,2851768.443,664.6893491,NA,NA,NA,0,0,0,0,0,0,0,0,0.068,0.053,0,0,0,0,0,0,0,0,0,2.733,26.4125,0,0,0,0,0,0,0,2.497,24.8475,0,0,0,0,0,0.101,0,0,0,0,1.124,0,0,0.114,0,0,0,0,1.376,0,0,0.754237288,0.496610169,0.254237288,0.243312395,0.098380896,0.388243895,0.490641974,45.46046459,10227.11,126.1859743,130.2683889,114.0024067,0,-11.74318053,-7.500972838,-10.21763667,0.065884444,0.1390836,0.79588,0.91586,0.042725977,0.112272813,0.68507,0.084560714,0.11142619,0.08643697,0.14761,0.77545,0.149054048,0.194180104,0.93167,711.552,695.418,830.144,1335.20256,236.77,233.995,371.716,359.273,560.918,570.484,24768.43,108,50,-10155.63069,27726.1076,14413.57,0,2235988,0,30.071,14.342,15.711,0,0,0,0,0,0.729502969,0.926119107,4.773491369,9.126441071,31.022,110.4707806,6.592616774,Y2015,-3503.163562
3/2/2015,0,0,0,19.67431524,52340.8701,14725,414,770.97,81601,5161,6229.58,0,0,0,37792.34008,6037159.976,28570.42268,NA,NA,NA,0,0,0,0,0,0,0,0,0.06,0.046,0,0,0,0,0,0,0,0,0,0.354,0.2405,0,0,0,0,0,0,0,0.327,0.2275,0,0,0,0,0,0.082,0,0,0,0,0.866,0,0,0.094,0,0,0,0,1.062,0,0,0.754237288,0.496610169,0.254237288,0.237352143,0.095427313,0.379276973,0.483129803,44.9343513,9688.1,125.5945559,129.6281667,109.753291,0,-9.815523197,-7.67498869,-9.984051567,0.066449722,0.143039796,0.80382,0.91811,0.041181724,0.105160909,0.65149,0.092774231,0.113746667,0.090766094,0.1432845,0.77708,0.15346064,0.198420313,0.93075,717.657,700.895,830.6215278,1373.182041,241.213,238.868,358.281,347.031,573.138,580.903,23493.23,108,49,-9609.956314,27726.48152,14703.72,0,2341383,0,31.537,10.465,24.718,0,0,0,0,0,0.733299967,0.927285124,4.623624952,9.198440873,31.07114286,111.3563331,0.050459226,Y2015,-3974.421304
3/9/2015,0,0,0,19.67431524,52340.8701,250553,9820,24648.95,78712,5308,6630.66,0,0,0,37792.34008,7175992.431,28570.42268,NA,NA,NA,0,0,0,0,0,0,0,0,0.051,0.04,0,0,0,0,0,0,0,0,0,1.416,6.95,0,0,0,0,0,0,0,1.757,8.718,0,0,0,0,0,0.076,0,0,0,0,0.645,0,0,0.086,0,0,0,0,0.796,0,0,0.754237288,0.496610169,0.254237288,0.237352143,0.095427313,0.379276973,0.483129803,44.9343513,9481.91,125.7575716,129.9069509,109.3795651,0,-13.68603449,-7.320116797,-8.320218833,0.067424717,0.129826481,0.80065,0.91811,0.042415294,0.105841818,0.66653,0.085010357,0.112008095,0.088818333,0.148196923,0.76728,0.153632419,0.197273021,0.9333,714.702,701.063,836.0664906,1246.334222,238.029,235.217,360.53,349.278,577.968,586.201,24296.34,106,54,-8573.155748,27726.85543,13612.63,0,1901840,0,27.949,10.599,23.595,0,0,0,0,0,0.754579695,0.926124837,4.599884762,9.13102381,31.05657143,112.9912589,7.619184132,Y2015,-4000.012064
3/16/2015,0,0,0,19.67431524,52340.8701,268098,13667,28421.81,79967,5164,6376.88,0,0,0,37792.34008,7365797.84,28570.42268,NA,NA,NA,0,0,0,0,0,0,0,0,0.043,0.033,0,0,0,0,0,0,0,0,0,0.339,6.856544586,0,0,0,0,0,0,0,0.306,8.135762619,0,0,0,0,0,0.033,0,0,0,0,0.61,0,0,0.043,0,0,0,0,0.713,0,0,0.754237288,0.496610169,0.254237288,0.237352143,0.095427313,0.379276973,0.483129803,44.9343513,9617.78,125.0377464,129.1955347,108.77274,0,-10.87809312,-8.751028127,-9.549493891,0.069497981,0.138519804,0.7976,0.91681,0.041847907,0.105671515,0.65766,0.093200385,0.1194925,0.091883438,0.1448715,0.77861,0.152141613,0.189694949,0.93538,722.779,706.451,861.7749615,1371.346059,242.321,238.985,359.892,348.716,579.486,588.054,24283.75,104,51,-7167.961488,27727.22935,13958.52,0,2003159,0,26.557,8.977,25.541,0,0,0,0,0,0.76937696,0.916570807,4.47148196,9.200494246,31.17471429,113.6647508,0.10595984,Y2015,-3499.81514
3/23/2015,0,0,0,19.67431524,52340.8701,237088,11969,24742.33,75401,4825,5942.45,0,0,0,37792.34008,7365797.84,28570.42268,NA,NA,NA,0,0,0,0,0,0,0,0,0.034,0.027,0,0,0,0,0,0,0,0,0,0.906,44.30856546,0,0,0,0,0,0,0,1.073,43.06902455,0,0,0,0,0,0.195,0,0.083,0,0,0.696,0,0,0.195,0,0.107,0,0,0.764,0,0,0.754237288,0.496610169,0.254237288,0.237352143,0.095427313,0.379276973,0.483129803,44.9343513,9281.95,124.1827629,128.8305021,111.9479944,0,-12.23981501,-8.178997405,-11.44717434,0.069434757,0.1397762,0.79531,0.91815,0.042276824,0.105475455,0.66975,0.0954608,0.1180545,0.087695606,0.146004103,0.76633,0.147077752,0.191870204,0.91543,715.178,698.881,895.7083689,1369.80676,238.652,236.109,359.353,348.069,569.416,578.791,24224.49,103,50,-8213.081128,27727.60327,11291.18,0,1556487,0,24.143,17.036,23.356,0,0,0,0,0,0.788264242,0.913390075,4.601165048,9.10700496,30.95942857,115.4593644,6.636272093,Y2015,-3391.841337
3/30/2015,0,0,0,0,0,58,7,10.48,24,0,0,0,0,0,10797.81145,2104513.669,8162.977909,NA,NA,NA,0,0,0,0,0,0,0,64330,0.026,0.02,0,0,0,0,0,0,0,0,0,5.907612008,26.4765,0,0,0,6.177,0,0,0,5.973753467,23.6745,0,0,0,8.303,0,0.309,0,0.142,0,0,0.77,0,0,0.301,0,0.183,0,0,0.836,0,0,0.754237288,0.515254237,0.261016949,0.235657228,0.090342567,0.380971888,0.490393726,43.99604254,9182.17,124.7257601,129.2461245,111.6943689,0,-15.35128858,-7.15662766,-9.2972431,0.067169364,0.136380189,0.79901,0.9137,0.04364869,0.107426364,0.68722,0.088787407,0.123867368,0.091863846,0.150543077,0.77922,0.155620236,0.200295204,0.92084,738.863,722.815,853.0509182,1336.525849,239.726,235.348,366.649,354.507,587.118,597.115,25682.62,110,53,-6455.756273,27729.00334,1086.28,0,143169,0,23.84,13.471,20.221,0,0,0,0,0,0.861530361,0.921337755,4.579247436,8.778320513,31.50471429,115.2686507,0.004685425,Y2015,-2699.386023
4/6/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.02,0,0,0,0,0,0,0,0,0,0.781087487,19.795,0,0,0,4.495,0,0,0,0.866787023,17.661,0,0,0,5.82,0,0.212,0,0.095,0,0,0.616,0,0,0.209,0,0.122,0,0,0.662,0,0,0.754237288,0.515254237,0.261016949,0.232401845,0.094362798,0.370440893,0.497492217,45.61510205,8654.48,126.1576299,129.998139,112.4106275,0,-17.66463132,-4.900278802,-11.08789459,0.067242294,0.1433464,0.81259,0.91815,0.042292235,0.102335,0.67074,0.090429615,0.116163,0.08724,0.13736381,0.7737,0.15087432,0.197058842,0.93827,732.941,716.732,840.5286697,1361.7908,235.117,232.326,359.484,347.939,576.928,584.508,24833.2,109,50,-8307.772533,27730.40341,1108.57,0,135119,0,24.243,12.084,25.432,0,0,0,0,0,0.89924684,0.932445448,4.361509965,9.349755754,31.88042857,118.9265514,0.015273541,Y2015,-3095.283281
4/13/2015,0,0,0,0,0,81077,2040,5646.23,77478,3486,5503.94,0,0,0,4210.494156,1687853.701,406502.3377,972.9428571,88449.02597,1533.831169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.978,4.564714162,82.8037307,0,0,0,4.168,0,0,2.917,4.961787023,76.17492706,0,0,0,5.399,0,0.144,0,0.071,0,0,0.69,0,0,0.138,0,0.091,0,0,0.828,0,0,0.754237288,0.515254237,0.261016949,0.232401845,0.094362798,0.370440893,0.497492217,45.61510205,8878.51,126.7733671,130.1009683,116.2413697,0,-12.73746109,-4.766249411,-9.482458902,0.063854867,0.133267736,0.8035,0.91815,0.040054719,0.101671471,0.67286,0.088912593,0.118523,0.085110149,0.151308378,0.77106,0.15199608,0.194724021,0.92339,721.56,706.319,798.1858407,1292.697038,240.064,237.046,356.487,345.683,559.841,570.238,25469.17,113,53,-6680.927864,27731.80349,4363.62,0,600619,0,33.985,20.06,21.531,0,0,0,0,0,0.908716104,0.941797036,4.464695604,9.185443254,31.563,119.3498501,3.719029222,Y2015,-2192.851854
4/20/2015,0,0,0,0,0,142604,3388,11047.9,138272,6519,9878.59,0,0,0,15979.75838,4767256.148,1178248.426,3986.605694,362752.1503,3732.766414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.864,5.848214162,105.8362813,0,0,0,8.865823824,0,0,3.871,6.367787023,97.04142167,0,0,0,10.18047179,0,0.12,0,0.059,0,0,0.875,0,0,0.115,0,0.076,0,0,1.163,0,0,0.754237288,0.515254237,0.261016949,0.232401845,0.094362798,0.370440893,0.497492217,45.61510205,9100.7,126.8696505,130.334528,114.1404759,0,-12.5526442,-4.478640515,-10.75529323,0.064221947,0.134012264,0.79748,0.91687,0.041535882,0.100620294,0.6574,0.088306667,0.123249474,0.081091972,0.148357632,0.78389,0.15101127,0.183800971,0.92425,725.708,710.265,809.196531,1380.326321,238.428,234.174,353.055,342.109,563.759,575.753,25479.17,113,53,-8444.944476,27733.20356,4702.51,0,742994,0,31.122,19.579,23.361,0,0,0,0,0,0.892296996,0.938238851,4.508240385,8.598273077,31.80757143,119.1168618,4.390805212,Y2015,-2242.012022
4/27/2015,0,0,0,0,0,147296,3250,11954.92,119590,4984,9106.1,0,0,0,24437.79928,5711649.998,1178849.262,9098.708481,625320.4125,3744.913955,0,0,0,0,0,0,0,63750,0,0,0,0,0,0,0,0,0,0,2.557,7.459404438,27.70674533,0,0,0,3.329173312,0,0,2.617,8.099987122,25.96262639,0,0,0,3.431799868,0,0.096,0,0.047,0,0,0.805,0,0,0.092,0,0.061,0,0,1.119,0,0,0.75617284,0.524691358,0.225308642,0.225386779,0.086243944,0.364529614,0.444414608,44.40021374,9421.59,126.2678465,129.8860792,113.3340402,0,-14.89677714,-5.535758595,-9.477295686,0.067247706,0.137720385,0.80698,0.91543,0.041007273,0.10288,0.67848,0.082698966,0.112627619,0.085712941,0.139993902,0.78105,0.165336098,0.194630673,0.92284,733,716.146,827.146789,1432.292,239.827,236.518,360.864,349.792,573.975,582.848,26522.01,109,52,-6772.343783,27734.60364,4586.69,0,839027,0,30.366,17.443,23.415,0,0,0,0,0,0.886173178,0.942126736,4.54154652,9.304978571,32.21242857,122.8834226,4.108887254,Y2015,-1165.076884
5/4/2015,0,0,0,0,0,212612,3911,15404,111365,4056,8085.44,0,0,0,46820.25961,7617397.277,1179650.376,19664.84553,1455411.429,3761.110676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.30057987,16.5238912,0,0,0,3.208,0,0,0,12.06992914,16.5979986,0,0,0,3.848,0,0.084,0,0.042,0,0,0.678,0,0,0.08,0,0.053,0,0,0.94,0,0,0.75617284,0.524691358,0.225308642,0.252834467,0.115898211,0.389770723,0.424137266,42.93605081,10669.67,125.0998302,129.5757439,114.7050143,0,-13.15773045,-8.376973345,-9.380214513,0.067000714,0.136180185,0.81942,0.91847,0.043043214,0.102798235,0.69364,0.084803214,0.116792,0.088176029,0.137664651,0.7905,0.153897698,0.198387216,0.92864,750.408,735.373,844.209,1320.947796,237.449,233.584,361.563,349.514,591.958,599.597,26200.76,112,54,-6184.001832,27736.00371,5577.86,0,1144838,0,32.972,9.35,26.014,0,0,0,0,0,0.8863535,0.93320406,4.641329579,8.265147789,32.71857143,112.7464722,4.344867667,Y2015,-1491.167924
5/11/2015,11747,1.32,1.32,0,0,248310,4570,18414.74,110435,4164,8448.87,0,0,0,35570.25961,6897397.277,1179650.376,15914.84553,975411.4289,3761.110676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.09423592,0,8.984361078,0.806,0,0,16.74556318,25.2905,1.113,26.48662818,0,9.822338065,0.914,0,0,17.21149918,25.713,1.173,0.072,0.035,0.036,0,0,0.579,0,0,0.069,0.057,0.046,0,0,0.817,0,0,0.75617284,0.524691358,0.225308642,0.252834467,0.115898211,0.389770723,0.424137266,42.93605081,10204,125.9998422,130.0037033,116.7368104,0,-9.646276986,-5.517951515,-8.314824092,0.066946818,0.131184727,0.82727,0.91525,0.042413023,0.100998286,0.69353,0.091134615,0.1168,0.084790286,0.142124878,0.78391,0.152121875,0.195612424,0.9159,736.415,721.516,856.9192727,1298.7288,236.95,233.6,364.752,353.494,582.712,593.532,25529.95,110,55,-5769.071366,27737.40379,12494.18,0,2758009,0,23.777,11.591,22.882,0,0,0,0,0,0.901359627,0.9350713,4.399782451,8.104080442,32.42214286,113.4190662,3.868000593,Y2015,-2088.918305
5/18/2015,21311.2,1.76,1.76,0,0,217907,5109,18328.17,119045,4320,9711.86,0,0,0,54939.87408,7864675.578,1180468.376,15914.84553,975411.4289,3761.110676,0,0,0,0,0,0,0,1360,0.141,0.158,0,0,0,0,0,0,0,0.132563432,2.813,1.595853551,0,0,0,16.13705322,26.47672949,1.336,0.078018208,2.514,1.588098794,0,0,0,15.6865,26.57010611,1.352,0.06,1.622,0.03,0.12,0,0.82,0,0,0.057,2.407,0.038,0.105,0,1.163,0,0,0.75617284,0.524691358,0.225308642,0.252834467,0.115898211,0.389770723,0.424137266,42.93605081,13056.04,124.5864568,129.9028974,112.9820804,0,-15.22646224,-6.908604,-9.033475532,0.070061545,0.132599474,0.81862,0.91281,0.044741786,0.101474444,0.7007,0.088100741,0.117008,0.08745,0.139189318,0.8066,0.163244063,0.20376902,0.9353,770.677,755.817,896.7877818,1352.514632,237.872,234.016,375.831,365.308,612.433,620.895,33329.89,110,57,6346.673726,27738.80386,11937.75,0,3493907,0,25.052,19.714,20.146,0,0,0,0,0,0.899913076,0.934808206,4.784805403,8.496567177,32.65671429,111.853222,4.823585506,Y2015,2451.335431
5/25/2015,8955.6,0.84,0.84,0,0,184754,4610,15195.41,126512,4346,10301.03,0,0,0,62415.1266,7885412.22,1181511.376,15914.84553,975411.4289,3761.110676,0,0,0,0,0,0,0,80035,0.349,0.353,0,0,0,0,0,0,0,28.68928079,5.331,0.138,34.74644542,0,0,0,12.7215,1.137,30.37996607,4.922,0.1375,33.84024278,0,0,0,13.7285,1.194,0.048,3.505,0.107,0.299,0,1.28,0.083,0,0.046,5.117,0.137,0.262,0,1.818,0.107,0,0.75617284,0.524691358,0.225308642,0.252834467,0.115898211,0.389770723,0.424137266,42.93605081,10180.06,124.8335631,130.0043455,113.6596327,0,-11.87369748,-6.601162085,-9.757042072,0.073902407,0.133017458,0.83179,0.91511,0.043249535,0.102942,0.70235,0.084848929,0.111638095,0.087641268,0.142527674,0.79966,0.156708583,0.201692857,0.92471,798.146,784.803,938.5605741,1303.571085,237.577,234.44,371.946,360.297,612.869,622.253,25357.21,108,59,9625.431414,27740.20393,18887.6,0,3199406,0,14.931,28.406,22.451,0,0,0,0,0,0.892080923,0.932368156,4.987729945,8.315820794,32.82785714,112.6520545,4.374419978,Y2015,2173.724522
6/1/2015,11932.3,0.97,0.97,0,0,206245,4437,15613.83,124456,4315,10074.72,0,0,0,111661.0346,17802962.85,1181256.743,49072.55053,2235938.762,3761.110676,0,0,0,0,0,0,0,0,0.344,0.322,0,0,0,0,0,0,0,0,4.998,0.1865,36.976,0,0,0,6.484,1.302,0,4.066,0.167,33.8765,0,0,0,5.2315,1.409,0.036,5.261,0.16,0.359,0,1.386,0.142,0,0.034,7.62,0.206,0.315,0,1.984,0.183,0,0.731481481,0.479938272,0.203703704,0.235660019,0.095474834,0.375845204,0.383811231,40.28296213,10578.11,125.2330473,129.825504,115.4249135,0,-6.701541563,-6.717100639,-8.693346765,0.069158991,0.132059286,0.82002,0.91847,0.044521341,0.098510833,0.69509,0.086771481,0.11021,0.085067042,0.135345682,0.79797,0.161471024,0.20215198,0.94009,753.833,739.532,878.3191835,1333.798786,234.283,231.441,365.075,354.639,595.521,603.976,27844.59,109,56,3170.777469,27741.60401,38989.45,0,7263436,0,34.822,9.106,24.836,0,0,0,0,0,0.864139095,0.945922475,4.684129487,8.324002381,32.45057143,113.1443514,4.059575354,Y2015,-297.1406471
